% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
6.126	1	16	613	7	23	8	1764	0	0
6.127	1	44	613	8	14	8	1764	0	0
6.128	1	45	613	9	6	6	1287	0	0
6.129	1	37	613	10	20	24	6882	0	0
6.13	1	33	614	1	12	24	6882	0	0
6.131	1	38	614	2	8	22	5861	0	0
6.132	1	39	614	3	2	24	6882	0	0
6.133	1	34	614	4	16	14	3182	0	0
6.134	1	35	614	5	18	20	4904	0	0
6.135	1	36	614	6	5	26	7708	0	0
6.136	1	35	614	7	18	20	4904	0	0
6.203	1	42	621	4	9	16	3822	0	0
6.204	1	7	621	5	30	18	4107	0	0
6.205	1	17	621	6	24	24	6882	0	0
6.206	1	46	621	7	10	14	3182	0	0
6.207	1	13	621	8	33	12	2481	0	0
6.208	1	30	621	9	29	12	2481	0	0
6.209	1	18	621	10	25	14	3182	0	0
6.21	1	15	622	1	32	14	3182	0	0
6.211	1	41	622	2	11	18	4107	0	0
6.212	1	32	622	3	15	24	6882	0	0
6.213	1	40	622	4	13	20	4904	0	0
6.214	1	47	622	5	1	22	5861	0	0
6.215	1	6	622	6	27	14	3182	0	0
6.216	1	43	622	7	7	18	4107	0	0
6.217	1	19	622	8	26	22	5861	0	0
6.218	1	50	622	9	17	14	3182	0	0
6.219	1	48	622	10	19	14	3182	0	0
6.22	1	10	623	1	28	20	4904	0	0
6.221	1	31	623	2	4	12	2481	0	0
6.222	1	49	623	3	3	10	1980	0	0
6.223	1	5	623	4	21	10	1980	0	0
6.224	1	11	623	5	22	8	1764	0	0
6.225	1	12	623	6	31	8	1764	0	0
6.226	1	16	623	7	23	8	1764	0	0
6.227	1	44	623	8	14	8	1764	0	0
6.228	1	45	623	9	6	6	1287	0	0
6.229	1	37	623	10	20	24	6882	0	0
6.23	1	33	624	1	12	24	6882	0	0
6.231	1	38	624	2	8	22	5861	0	0
6.232	1	36	624	3	5	28	9422	0	0
6.233	1	39	624	4	2	24	6882	0	0
6.234	1	34	624	5	16	14	3182	0	0
6.235	1	35	624	6	18	20	4904	0	0
6.236	1	39	624	7	2	24	6882	0	0
6.303	1	7	631	4	30	18	4107	0	0
6.304	1	17	631	5	24	24	6882	0	0
6.305	1	46	631	6	10	14	3182	0	0
6.306	1	13	631	7	33	12	2481	0	0
6.307	1	30	631	8	29	12	2481	0	0
6.308	1	18	631	9	25	14	3182	0	0
6.309	1	15	631	10	32	14	3182	0	0
6.31	1	41	632	1	11	18	4107	0	0
6.311	1	32	632	2	15	24	6882	0	0
6.312	1	40	632	3	13	20	4904	0	0
6.313	1	47	632	4	1	22	5861	0	0
6.314	1	6	632	5	27	14	3182	0	0
6.315	1	43	632	6	7	18	4107	0	0
6.316	1	19	632	7	26	22	5861	0	0
6.317	1	50	632	8	17	14	3182	0	0
6.318	1	48	632	9	19	14	3182	0	0
6.319	1	10	632	10	28	20	4904	0	0
6.32	1	42	633	1	9	14	3182	0	0
6.321	1	31	633	2	4	12	2481	0	0
6.322	1	49	633	3	3	10	1980	0	0
6.323	1	5	633	4	21	10	1980	0	0
6.324	1	11	633	5	22	8	1764	0	0
6.325	1	12	633	6	31	8	1764	0	0
6.326	1	16	633	7	23	8	1764	0	0
6.327	1	44	633	8	14	8	1764	0	0
6.328	1	37	633	9	20	24	6882	0	0
6.329	1	45	633	10	6	6	1287	0	0
6.33	1	33	634	1	12	24	6882	0	0
6.331	1	38	634	2	8	22	5861	0	0
6.332	1	36	634	3	5	28	9422	0	0
6.333	1	34	634	4	16	14	3182	0	0
6.334	1	35	634	5	18	20	4904	0	0
6.335	1	39	634	6	2	24	6882	0	0
6.336	1	38	634	7	8	22	5861	0	0
6.337	1	34	634	8	16	14	3182	0	0
6.403	1	17	641	4	24	26	7708	0	0
6.404	1	7	641	5	30	18	4107	0	0
6.405	1	46	641	6	10	14	3182	0	0
6.406	1	13	641	7	33	12	2481	0	0
6.407	1	30	641	8	29	12	2481	0	0
6.408	1	18	641	9	25	14	3182	0	0
6.409	1	15	641	10	32	14	3182	0	0
6.41	1	41	642	1	11	18	4107	0	0
6.411	1	40	642	2	13	20	4904	0	0
6.412	1	47	642	3	1	22	5861	0	0
6.413	1	6	642	4	27	14	3182	0	0
6.414	1	19	642	5	26	22	5861	0	0
6.415	1	43	642	6	7	18	4107	0	0
6.416	1	50	642	7	17	14	3182	0	0
6.417	1	48	642	8	19	14	3182	0	0
6.418	1	10	642	9	28	20	4904	0	0
6.419	1	42	642	10	9	14	3182	0	0
6.42	1	31	643	1	4	12	2481	0	0
6.421	1	49	643	2	3	10	1980	0	0
6.422	1	5	643	3	21	10	1980	0	0
6.423	1	32	643	4	15	22	5861	0	0
6.424	1	11	643	5	22	8	1764	0	0
6.425	1	12	643	6	31	8	1764	0	0
6.426	1	37	643	7	20	24	6882	0	0
6.427	1	16	643	8	23	8	1764	0	0
6.428	1	44	643	9	14	8	1764	0	0
6.429	1	33	643	10	12	24	6882	0	0
6.43	1	45	644	1	6	6	1287	0	0
6.431	1	36	644	2	5	28	9422	0	0
6.432	1	35	644	3	18	20	4904	0	0
6.433	1	39	644	4	2	24	6882	0	0
6.434	1	38	644	5	8	22	5861	0	0
6.435	1	34	644	6	16	14	3182	0	0
6.436	1	37	644	7	20	24	6882	0	0
6.437	1	33	644	8	12	24	6882	0	0
6.438	1	39	644	9	2	24	6882	0	0
6.439	1	38	644	10	8	22	5861	0	0
6.503	1	17	651	4	24	26	7708	0	0
6.504	1	7	651	5	30	18	4107	0	0
6.505	1	46	651	6	10	14	3182	0	0
6.506	1	13	651	7	33	12	2481	0	0
6.507	1	30	651	8	29	12	2481	0	0
6.508	1	18	651	9	25	14	3182	0	0
6.509	1	15	651	10	32	14	3182	0	0
6.51	1	41	652	1	11	18	4107	0	0
6.511	1	40	652	2	13	20	4904	0	0
6.512	1	47	652	3	1	22	5861	0	0
6.513	1	19	652	4	26	22	5861	0	0
6.514	1	43	652	5	7	18	4107	0	0
6.515	1	50	652	6	17	14	3182	0	0
6.516	1	48	652	7	19	14	3182	0	0
6.517	1	10	652	8	28	20	4904	0	0
6.518	1	42	652	9	9	14	3182	0	0
6.519	1	31	652	10	4	12	2481	0	0
6.52	1	49	653	1	3	10	1980	0	0
6.521	1	5	653	2	21	10	1980	0	0
6.522	1	32	653	3	15	22	5861	0	0
6.523	1	11	653	4	22	8	1764	0	0
6.524	1	12	653	5	31	8	1764	0	0
6.525	1	16	653	6	23	8	1764	0	0
6.526	1	44	653	7	14	8	1764	0	0
6.527	1	36	653	8	5	28	9422	0	0
6.528	1	45	653	9	6	6	1287	0	0
6.529	1	35	653	10	18	20	4904	0	0
6.53	1	6	654	1	27	12	2481	0	0
6.531	1	34	654	2	16	14	3182	0	0
6.532	1	37	654	3	20	24	6882	0	0
6.533	1	33	654	4	12	24	6882	0	0
6.534	1	39	654	5	2	24	6882	0	0
6.535	1	38	654	6	8	22	5861	0	0
6.536	1	36	654	7	5	28	9422	0	0
6.537	1	35	654	8	18	20	4904	0	0
6.538	1	34	654	9	16	14	3182	0	0
6.539	1	37	654	10	20	24	6882	0	0
6.54	1	39	655	1	2	24	6882	0	0
6.603	1	17	661	4	24	26	7708	0	0
6.604	1	7	661	5	30	18	4107	0	0
6.605	1	46	661	6	10	14	3182	0	0
6.606	1	13	661	7	33	12	2481	0	0
6.607	1	30	661	8	29	12	2481	0	0
6.608	1	18	661	9	25	14	3182	0	0
6.609	1	15	661	10	32	14	3182	0	0
6.61	1	41	662	1	11	18	4107	0	0
6.611	1	40	662	2	13	20	4904	0	0
6.612	1	47	662	3	1	22	5861	0	0
6.613	1	19	662	4	26	22	5861	0	0
6.614	1	11	662	5	22	10	1980	0	0
6.615	1	43	662	6	7	18	4107	0	0
6.616	1	50	662	7	17	14	3182	0	0
6.617	1	48	662	8	19	14	3182	0	0
6.618	1	10	662	9	28	20	4904	0	0
6.619	1	42	662	10	9	14	3182	0	0
6.62	1	31	663	1	4	12	2481	0	0
6.621	1	49	663	2	3	10	1980	0	0
6.622	1	32	663	3	15	22	5861	0	0
6.623	1	5	663	4	21	10	1980	0	0
6.624	1	12	663	5	31	8	1764	0	0
6.625	1	16	663	6	23	8	1764	0	0
6.626	1	44	663	7	14	8	1764	0	0
6.627	1	45	663	8	6	6	1287	0	0
6.628	1	6	663	9	27	12	2481	0	0
6.629	1	33	663	10	12	24	6882	0	0
6.63	1	38	664	1	8	22	5861	0	0
6.631	1	36	664	2	5	28	9422	0	0
6.632	1	35	664	3	18	20	4904	0	0
6.633	1	34	664	4	16	14	3182	0	0
6.634	1	37	664	5	20	24	6882	0	0
6.635	1	39	664	6	2	24	6882	0	0
6.636	1	34	664	7	16	14	3182	0	0
6.703	1	17	671	4	24	26	7708	0	0
6.704	1	7	671	5	30	18	4107	0	0
6.705	1	46	671	6	10	14	3182	0	0
6.706	1	13	671	7	33	12	2481	0	0
6.707	1	30	671	8	29	12	2481	0	0
6.708	1	18	671	9	25	14	3182	0	0
6.709	1	15	671	10	32	14	3182	0	0
6.71	1	41	672	1	11	18	4107	0	0
6.711	1	40	672	2	13	20	4904	0	0
6.712	1	47	672	3	1	22	5861	0	0
6.713	1	19	672	4	26	22	5861	0	0
6.714	1	11	672	5	22	10	1980	0	0
6.715	1	43	672	6	7	18	4107	0	0
6.716	1	50	672	7	17	14	3182	0	0
6.717	1	48	672	8	19	14	3182	0	0
6.718	1	10	672	9	28	20	4904	0	0
6.719	1	42	672	10	9	14	3182	0	0
6.72	1	31	673	1	4	12	2481	0	0
6.721	1	32	673	2	15	22	5861	0	0
6.722	1	49	673	3	3	10	1980	0	0
6.723	1	5	673	4	21	10	1980	0	0
6.724	1	12	673	5	31	8	1764	0	0
6.725	1	16	673	6	23	8	1764	0	0
6.726	1	44	673	7	14	8	1764	0	0
6.727	1	6	673	8	27	12	2481	0	0
6.728	1	45	673	9	6	6	1287	0	0
6.729	1	33	673	10	12	24	6882	0	0
6.73	1	38	674	1	8	22	5861	0	0
6.731	1	36	674	2	5	28	9422	0	0
6.732	1	35	674	3	18	20	4904	0	0
6.733	1	37	674	4	20	24	6882	0	0
6.734	1	39	674	5	2	24	6882	0	0
6.735	1	34	674	6	16	14	3182	0	0
6.736	1	38	674	7	8	22	5861	0	0
6.737	1	36	674	8	5	28	9422	0	0
6.738	1	35	674	9	18	20	4904	0	0
6.739	1	37	674	10	20	24	6882	0	0
6.74	1	39	675	1	2	24	6882	0	0
6.803	1	47	681	4	1	24	6882	0	0
6.804	1	17	681	5	24	26	7708	0	0
6.805	1	7	681	6	30	18	4107	0	0
6.806	1	46	681	7	10	14	3182	0	0
6.807	1	13	681	8	33	12	2481	0	0
6.808	1	30	681	9	29	12	2481	0	0
6.809	1	18	681	10	25	14	3182	0	0
6.81	1	15	682	1	32	14	3182	0	0
6.811	1	41	682	2	11	18	4107	0	0
6.812	1	40	682	3	13	20	4904	0	0
6.813	1	19	682	4	26	22	5861	0	0
6.814	1	11	682	5	22	10	1980	0	0
6.815	1	43	682	6	7	18	4107	0	0
6.816	1	50	682	7	17	14	3182	0	0
6.817	1	48	682	8	19	14	3182	0	0
6.818	1	10	682	9	28	20	4904	0	0
6.819	1	42	682	10	9	14	3182	0	0
6.82	1	32	683	1	15	22	5861	0	0
6.821	1	31	683	2	4	12	2481	0	0
6.822	1	33	683	3	12	26	7708	0	0
6.823	1	49	683	4	3	10	1980	0	0
6.824	1	5	683	5	21	10	1980	0	0
6.825	1	12	683	6	31	8	1764	0	0
6.826	1	16	683	7	23	8	1764	0	0
6.827	1	6	683	8	27	12	2481	0	0
6.828	1	44	683	9	14	8	1764	0	0
6.829	1	45	683	10	6	6	1287	0	0
6.83	1	34	684	1	16	14	3182	0	0
6.831	1	38	684	2	8	22	5861	0	0
6.832	1	36	684	3	5	28	9422	0	0
6.833	1	35	684	4	18	20	4904	0	0
6.834	1	37	684	5	20	24	6882	0	0
6.835	1	39	684	6	2	24	6882	0	0
6.903	1	47	691	4	1	24	6882	0	0
6.904	1	17	691	5	24	26	7708	0	0
6.905	1	7	691	6	30	18	4107	0	0
6.906	1	46	691	7	10	14	3182	0	0
6.907	1	13	691	8	33	12	2481	0	0
6.908	1	30	691	9	29	12	2481	0	0
6.909	1	18	691	10	25	14	3182	0	0
6.91	1	15	692	1	32	14	3182	0	0
6.911	1	41	692	2	11	18	4107	0	0
6.912	1	40	692	3	13	20	4904	0	0
6.913	1	19	692	4	26	22	5861	0	0
6.914	1	11	692	5	22	10	1980	0	0
6.915	1	43	692	6	7	18	4107	0	0
6.916	1	50	692	7	17	14	3182	0	0
6.917	1	48	692	8	19	14	3182	0	0
6.918	1	10	692	9	28	20	4904	0	0
6.919	1	42	692	10	9	14	3182	0	0
6.92	1	32	693	1	15	22	5861	0	0
6.921	1	31	693	2	4	12	2481	0	0
6.922	1	33	693	3	12	26	7708	0	0
6.923	1	49	693	4	3	10	1980	0	0
6.924	1	5	693	5	21	10	1980	0	0
6.925	1	6	693	6	27	12	2481	0	0
6.926	1	12	693	7	31	8	1764	0	0
6.927	1	16	693	8	23	8	1764	0	0
6.928	1	44	693	9	14	8	1764	0	0
6.929	1	45	693	10	6	6	1287	0	0
6.93	1	34	694	1	16	14	3182	0	0
6.931	1	38	694	2	8	22	5861	0	0
6.932	1	36	694	3	5	28	9422	0	0
6.933	1	35	694	4	18	20	4904	0	0
6.934	1	37	694	5	20	24	6882	0	0
6.935	1	39	694	6	2	22	5861	0	0
6.936	1	33	694	7	12	26	7708	0	0
6.937	1	34	694	8	16	14	3182	0	0
6.938	1	35	694	9	18	20	4904	0	0
7.003	1	2	701	4	34	14	3182	0	0
7.004	1	17	701	5	24	28	9422	0	0
7.005	1	47	701	6	1	24	6882	0	0
7.006	1	7	701	7	30	18	4107	0	0
7.007	1	46	701	8	10	14	3182	0	0
7.008	1	13	701	9	33	12	2481	0	0
7.009	1	30	701	10	29	12	2481	0	0
7.01	1	18	702	1	25	14	3182	0	0
7.011	1	15	702	2	32	14	3182	0	0
7.012	1	41	702	3	11	18	4107	0	0
7.013	1	40	702	4	13	20	4904	0	0
7.014	1	19	702	5	26	22	5861	0	0
7.015	1	11	702	6	22	10	1980	0	0
7.016	1	43	702	7	7	18	4107	0	0
7.017	1	50	702	8	17	14	3182	0	0
7.018	1	48	702	9	19	14	3182	0	0
7.019	1	10	702	10	28	20	4904	0	0
7.02	1	42	703	1	9	14	3182	0	0
7.021	1	32	703	2	15	22	5861	0	0
7.022	1	31	703	3	4	12	2481	0	0
7.023	1	49	703	4	3	10	1980	0	0
7.024	1	5	703	5	21	10	1980	0	0
7.025	1	6	703	6	27	12	2481	0	0
7.026	1	12	703	7	31	8	1764	0	0
7.027	1	16	703	8	23	8	1764	0	0
7.028	1	44	703	9	14	8	1764	0	0
7.029	1	45	703	10	6	6	1287	0	0
7.03	1	38	704	1	8	22	5861	0	0
7.031	1	36	704	2	5	28	9422	0	0
7.032	1	37	704	3	20	24	6882	0	0
7.033	1	39	704	4	2	22	5861	0	0
7.034	1	33	704	5	12	26	7708	0	0
7.035	1	34	704	6	16	14	3182	0	0
7.036	1	35	704	7	18	20	4904	0	0
7.037	1	38	704	8	8	22	5861	0	0
7.038	1	36	704	9	5	28	9422	0	0
7.039	1	37	704	10	20	24	6882	0	0
7.04	1	39	705	1	2	22	5861	0	0
7.041	1	33	705	2	12	26	7708	0	0
7.103	1	2	711	4	34	14	3182	0	0
7.104	1	17	711	5	24	28	9422	0	0
7.105	1	47	711	6	1	24	6882	0	0
7.106	1	7	711	7	30	18	4107	0	0
7.107	1	46	711	8	10	14	3182	0	0
7.108	1	13	711	9	33	12	2481	0	0
7.109	1	30	711	10	29	12	2481	0	0
7.11	1	18	712	1	25	14	3182	0	0
7.111	1	15	712	2	32	14	3182	0	0
7.112	1	41	712	3	11	18	4107	0	0
7.113	1	40	712	4	13	20	4904	0	0
7.114	1	19	712	5	26	22	5861	0	0
7.115	1	11	712	6	22	10	1980	0	0
7.116	1	43	712	7	7	18	4107	0	0
7.117	1	50	712	8	17	14	3182	0	0
7.118	1	48	712	9	19	14	3182	0	0
7.119	1	10	712	10	28	20	4904	0	0
7.12	1	32	713	1	15	22	5861	0	0
7.121	1	42	713	2	9	14	3182	0	0
7.122	1	31	713	3	4	12	2481	0	0
7.123	1	49	713	4	3	10	1980	0	0
7.124	1	5	713	5	21	10	1980	0	0
7.125	1	6	713	6	27	12	2481	0	0
7.126	1	12	713	7	31	8	1764	0	0
7.127	1	16	713	8	23	8	1764	0	0
7.128	1	44	713	9	14	8	1764	0	0
7.129	1	45	713	10	6	6	1287	0	0
7.13	1	34	714	1	16	14	3182	0	0
7.131	1	35	714	2	18	20	4904	0	0
7.132	1	38	714	3	8	22	5861	0	0
7.133	1	36	714	4	5	28	9422	0	0
7.134	1	37	714	5	20	24	6882	0	0
7.135	1	39	714	6	2	22	5861	0	0
7.136	1	33	714	7	12	26	7708	0	0
7.137	1	34	714	8	16	14	3182	0	0
7.138	1	35	714	9	18	20	4904	0	0
7.203	1	7	721	4	30	20	4904	0	0
7.204	1	2	721	5	34	14	3182	0	0
7.205	1	17	721	6	24	28	9422	0	0
7.206	1	47	721	7	1	24	6882	0	0
7.207	1	46	721	8	10	14	3182	0	0
7.208	1	13	721	9	33	12	2481	0	0
7.209	1	30	721	10	29	12	2481	0	0
7.21	1	18	722	1	25	14	3182	0	0
7.211	1	15	722	2	32	14	3182	0	0
7.212	1	41	722	3	11	18	4107	0	0
7.213	1	40	722	4	13	20	4904	0	0
7.214	1	19	722	5	26	22	5861	0	0
7.215	1	11	722	6	22	10	1980	0	0
7.216	1	43	722	7	7	18	4107	0	0
7.217	1	16	722	8	23	10	1980	0	0
7.218	1	50	722	9	17	14	3182	0	0
7.219	1	48	722	10	19	14	3182	0	0
7.22	1	10	723	1	28	20	4904	0	0
7.221	1	32	723	2	15	22	5861	0	0
7.222	1	42	723	3	9	14	3182	0	0
7.223	1	31	723	4	4	12	2481	0	0
7.224	1	49	723	5	3	10	1980	0	0
7.225	1	5	723	6	21	10	1980	0	0
7.226	1	6	723	7	27	12	2481	0	0
7.227	1	12	723	8	31	8	1764	0	0
7.228	1	44	723	9	14	8	1764	0	0
7.229	1	45	723	10	6	6	1287	0	0
7.23	1	37	724	1	20	26	7708	0	0
7.231	1	38	724	2	8	22	5861	0	0
7.232	1	36	724	3	5	28	9422	0	0
7.233	1	39	724	4	2	22	5861	0	0
7.234	1	33	724	5	12	26	7708	0	0
7.235	1	34	724	6	16	14	3182	0	0
7.236	1	35	724	7	18	20	4904	0	0
7.237	1	37	724	8	20	26	7708	0	0
7.238	1	38	724	9	8	22	5861	0	0
7.239	1	36	724	10	5	28	9422	0	0
7.24	1	39	725	1	2	22	5861	0	0
7.303	1	7	731	4	30	20	4904	0	0
7.304	1	2	731	5	34	14	3182	0	0
7.305	1	17	731	6	24	28	9422	0	0
7.306	1	47	731	7	1	24	6882	0	0
7.307	1	46	731	8	10	14	3182	0	0
7.308	1	13	731	9	33	12	2481	0	0
7.309	1	30	731	10	29	12	2481	0	0
7.31	1	18	732	1	25	14	3182	0	0
7.311	1	15	732	2	32	14	3182	0	0
7.312	1	41	732	3	11	18	4107	0	0
7.313	1	40	732	4	13	20	4904	0	0
7.314	1	19	732	5	26	22	5861	0	0
7.315	1	11	732	6	22	10	1980	0	0
7.316	1	43	732	7	7	18	4107	0	0
7.317	1	16	732	8	23	10	1980	0	0
7.318	1	50	732	9	17	14	3182	0	0
7.319	1	48	732	10	19	14	3182	0	0
7.32	1	10	733	1	28	20	4904	0	0
7.321	1	32	733	2	15	22	5861	0	0
7.322	1	42	733	3	9	14	3182	0	0
7.323	1	31	733	4	4	12	2481	0	0
7.324	1	49	733	5	3	10	1980	0	0
7.325	1	5	733	6	21	10	1980	0	0
7.326	1	6	733	7	27	12	2481	0	0
7.327	1	12	733	8	31	8	1764	0	0
7.328	1	44	733	9	14	8	1764	0	0
7.329	1	45	733	10	6	6	1287	0	0
7.33	1	33	734	1	12	26	7708	0	0
7.331	1	34	734	2	16	14	3182	0	0
7.332	1	35	734	3	18	20	4904	0	0
7.333	1	37	734	4	20	26	7708	0	0
7.334	1	38	734	5	8	22	5861	0	0
7.335	1	36	734	6	5	28	9422	0	0
7.336	1	39	734	7	2	22	5861	0	0
7.403	1	7	741	4	30	20	4904	0	0
7.404	1	2	741	5	34	14	3182	0	0
7.405	1	17	741	6	24	28	9422	0	0
7.406	1	47	741	7	1	24	6882	0	0
7.407	1	46	741	8	10	14	3182	0	0
7.408	1	13	741	9	33	12	2481	0	0
7.409	1	30	741	10	29	12	2481	0	0
7.41	1	18	742	1	25	14	3182	0	0
7.411	1	15	742	2	32	14	3182	0	0
7.412	1	41	742	3	11	18	4107	0	0
7.413	1	40	742	4	13	20	4904	0	0
7.414	1	33	742	5	12	28	9422	0	0
7.415	1	11	742	6	22	10	1980	0	0
7.416	1	43	742	7	7	18	4107	0	0
7.417	1	16	742	8	23	10	1980	0	0
7.418	1	50	742	9	17	14	3182	0	0
7.419	1	48	742	10	19	14	3182	0	0
7.42	1	32	743	1	15	22	5861	0	0
7.421	1	42	743	2	9	14	3182	0	0
7.422	1	31	743	3	4	12	2481	0	0
7.423	1	49	743	4	3	10	1980	0	0
7.424	1	5	743	5	21	10	1980	0	0
7.425	1	6	743	6	27	12	2481	0	0
7.426	1	12	743	7	31	8	1764	0	0
7.427	1	44	743	8	14	8	1764	0	0
7.428	1	19	743	9	26	20	4904	0	0
7.429	1	45	743	10	6	6	1287	0	0
7.43	1	10	744	1	28	18	4107	0	0
7.431	1	34	744	2	16	14	3182	0	0
7.432	1	35	744	3	18	20	4904	0	0
7.433	1	37	744	4	20	26	7708	0	0
7.434	1	38	744	5	8	22	5861	0	0
7.435	1	36	744	6	5	28	9422	0	0
7.436	1	39	744	7	2	22	5861	0	0
7.437	1	33	744	8	12	28	9422	0	0
7.438	1	34	744	9	16	14	3182	0	0
7.443	1	11	745	4	22	10	1980	0	0
7.503	1	22	751	4	35	12	2481	0	0
7.504	1	7	751	5	30	20	4904	0	0
7.505	1	2	751	6	34	14	3182	0	0
7.506	1	17	751	7	24	28	9422	0	0
7.507	1	47	751	8	1	24	6882	0	0
7.508	1	46	751	9	10	14	3182	0	0
7.509	1	13	751	10	33	12	2481	0	0
7.51	1	30	752	1	29	12	2481	0	0
7.511	1	18	752	2	25	14	3182	0	0
7.512	1	15	752	3	32	14	3182	0	0
7.513	1	41	752	4	11	18	4107	0	0
7.514	1	40	752	5	13	20	4904	0	0
7.515	1	43	752	6	7	18	4107	0	0
7.516	1	16	752	7	23	10	1980	0	0
7.517	1	50	752	8	17	14	3182	0	0
7.518	1	48	752	9	19	14	3182	0	0
7.519	1	32	752	10	15	22	5861	0	0
7.52	1	42	753	1	9	14	3182	0	0
7.521	1	31	753	2	4	12	2481	0	0
7.522	1	49	753	3	3	10	1980	0	0
7.523	1	6	753	4	27	12	2481	0	0
7.524	1	19	753	5	26	20	4904	0	0
7.525	1	12	753	6	31	8	1764	0	0
7.526	1	45	753	7	6	6	1287	0	0
7.527	1	10	753	8	28	18	4107	0	0
7.528	1	35	753	9	18	20	4904	0	0
7.529	1	5	753	10	21	8	1764	0	0
7.53	1	38	754	1	8	22	5861	0	0
7.531	1	37	754	2	20	26	7708	0	0
7.532	1	36	754	3	5	28	9422	0	0
7.533	1	39	754	4	2	22	5861	0	0
7.534	1	44	754	5	14	6	1287	0	0
7.535	1	33	754	6	12	28	9422	0	0
7.536	1	11	754	7	22	10	1980	0	0
7.537	1	34	754	8	16	14	3182	0	0
7.538	1	38	754	9	8	22	5861	0	0
7.539	1	39	754	10	2	22	5861	0	0
7.603	1	22	761	4	35	12	2481	0	0
7.604	1	7	761	5	30	20	4904	0	0
7.605	1	2	761	6	34	14	3182	0	0
7.606	1	17	761	7	24	28	9422	0	0
7.607	1	47	761	8	1	24	6882	0	0
7.608	1	46	761	9	10	14	3182	0	0
7.609	1	13	761	10	33	12	2481	0	0
7.61	1	30	762	1	29	12	2481	0	0
7.611	1	18	762	2	25	14	3182	0	0
7.612	1	15	762	3	32	14	3182	0	0
7.613	1	41	762	4	11	18	4107	0	0
7.614	1	40	762	5	13	20	4904	0	0
7.615	1	43	762	6	7	18	4107	0	0
7.616	1	16	762	7	23	10	1980	0	0
7.617	1	50	762	8	17	14	3182	0	0
7.618	1	32	762	9	15	22	5861	0	0
7.619	1	48	762	10	19	14	3182	0	0
7.62	1	42	763	1	9	14	3182	0	0
7.621	1	31	763	2	4	12	2481	0	0
7.622	1	49	763	3	3	10	1980	0	0
7.623	1	6	763	4	27	12	2481	0	0
7.624	1	19	763	5	26	20	4904	0	0
7.625	1	12	763	6	31	8	1764	0	0
7.626	1	10	763	7	28	18	4107	0	0
7.627	1	45	763	8	6	6	1287	0	0
7.628	1	35	763	9	18	20	4904	0	0
7.629	1	5	763	10	21	8	1764	0	0
7.63	1	37	764	1	20	26	7708	0	0
7.631	1	36	764	2	5	28	9422	0	0
7.632	1	44	764	3	14	6	1287	0	0
7.633	1	33	764	4	12	28	9422	0	0
7.634	1	11	764	5	22	10	1980	0	0
7.635	1	34	764	6	16	14	3182	0	0
7.636	1	38	764	7	8	22	5861	0	0
7.637	1	39	764	8	2	22	5861	0	0
7.638	1	36	764	9	5	28	9422	0	0
7.639	1	37	764	10	20	26	7708	0	0
7.703	1	22	771	4	35	12	2481	0	0
7.704	1	7	771	5	30	20	4904	0	0
7.705	1	2	771	6	34	14	3182	0	0
7.706	1	17	771	7	24	28	9422	0	0
7.707	1	47	771	8	1	24	6882	0	0
7.708	1	46	771	9	10	14	3182	0	0
7.709	1	13	771	10	33	12	2481	0	0
7.71	1	30	772	1	29	12	2481	0	0
7.711	1	18	772	2	25	14	3182	0	0
7.712	1	15	772	3	32	14	3182	0	0
7.713	1	41	772	4	11	18	4107	0	0
7.714	1	40	772	5	13	20	4904	0	0
7.715	1	43	772	6	7	18	4107	0	0
7.716	1	16	772	7	23	10	1980	0	0
7.717	1	50	772	8	17	14	3182	0	0
7.718	1	32	772	9	15	22	5861	0	0
7.719	1	48	772	10	19	14	3182	0	0
7.72	1	42	773	1	9	14	3182	0	0
7.721	1	31	773	2	4	12	2481	0	0
7.722	1	6	773	3	27	12	2481	0	0
7.723	1	19	773	4	26	20	4904	0	0
7.724	1	10	773	5	28	18	4107	0	0
7.725	1	12	773	6	31	8	1764	0	0
7.726	1	35	773	7	18	20	4904	0	0
7.727	1	45	773	8	6	6	1287	0	0
7.728	1	5	773	9	21	8	1764	0	0
7.729	1	49	773	10	3	8	1764	0	0
7.73	1	33	774	1	12	28	9422	0	0
7.731	1	44	774	2	14	6	1287	0	0
7.732	1	11	774	3	22	10	1980	0	0
7.733	1	34	774	4	16	14	3182	0	0
7.734	1	38	774	5	8	22	5861	0	0
7.735	1	39	774	6	2	22	5861	0	0
7.736	1	36	774	7	5	28	9422	0	0
7.737	1	37	774	8	20	26	7708	0	0
7.738	1	35	774	9	18	20	4904	0	0
7.739	1	33	774	10	12	28	9422	0	0
7.74	1	34	775	1	16	14	3182	0	0
7.741	1	38	775	2	8	22	5861	0	0
7.803	1	22	781	4	35	12	2481	0	0
7.804	1	7	781	5	30	20	4904	0	0
7.805	1	2	781	6	34	14	3182	0	0
7.806	1	17	781	7	24	28	9422	0	0
7.807	1	47	781	8	1	24	6882	0	0
7.808	1	46	781	9	10	14	3182	0	0
7.809	1	13	781	10	33	12	2481	0	0
7.81	1	30	782	1	29	12	2481	0	0
7.811	1	18	782	2	25	14	3182	0	0
7.812	1	15	782	3	32	14	3182	0	0
7.813	1	41	782	4	11	18	4107	0	0
7.814	1	40	782	5	13	20	4904	0	0
7.815	1	43	782	6	7	18	4107	0	0
