% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
6331	1	45	6	0	6	1287	0	1
6332	1	33	12	0	24	6882	0	1
6333	1	38	8	0	22	5861	0	1
6334	1	36	5	0	28	9422	0	1
6335	1	34	16	0	14	3182	0	1
6336	1	35	18	0	20	4904	0	1
6337	1	39	2	0	24	6882	0	1
6338	1	38	8	0	22	5861	0	1
6339	1	34	16	0	14	3182	0	1
6405	1	17	24	0	26	7708	0	1
6406	1	7	30	0	18	4107	0	1
6407	1	46	10	0	14	3182	0	1
6408	1	13	33	0	12	2481	0	1
6409	1	30	29	0	12	2481	0	1
6410	1	18	25	0	14	3182	0	1
6411	1	15	32	0	14	3182	0	1
6412	1	41	11	0	18	4107	0	1
6413	1	40	13	0	20	4904	0	1
6414	1	47	1	0	22	5861	0	1
6415	1	6	27	0	14	3182	0	1
6416	1	19	26	0	22	5861	0	1
6417	1	43	7	0	18	4107	0	1
6418	1	50	17	0	14	3182	0	1
6419	1	48	19	0	14	3182	0	1
6420	1	10	28	0	20	4904	0	1
6421	1	42	9	0	14	3182	0	1
6422	1	31	4	0	12	2481	0	1
6423	1	49	3	0	10	1980	0	1
6424	1	5	21	0	10	1980	0	1
6425	1	32	15	0	22	5861	0	1
6426	1	11	22	0	8	1764	0	1
6427	1	12	31	0	8	1764	0	1
6428	1	37	20	0	24	6882	0	1
6429	1	16	23	0	8	1764	0	1
6430	1	44	14	0	8	1764	0	1
6431	1	33	12	0	24	6882	0	1
6432	1	45	6	0	6	1287	0	1
6433	1	36	5	0	28	9422	0	1
6434	1	35	18	0	20	4904	0	1
6435	1	39	2	0	24	6882	0	1
6436	1	38	8	0	22	5861	0	1
6437	1	34	16	0	14	3182	0	1
6438	1	37	20	0	24	6882	0	1
6439	1	33	12	0	24	6882	0	1
6440	1	39	2	0	24	6882	0	1
6441	1	38	8	0	22	5861	0	1
6505	1	17	24	0	26	7708	0	1
6506	1	7	30	0	18	4107	0	1
6507	1	46	10	0	14	3182	0	1
6508	1	13	33	0	12	2481	0	1
6509	1	30	29	0	12	2481	0	1
6510	1	18	25	0	14	3182	0	1
6511	1	15	32	0	14	3182	0	1
6512	1	41	11	0	18	4107	0	1
6513	1	40	13	0	20	4904	0	1
6514	1	47	1	0	22	5861	0	1
6515	1	19	26	0	22	5861	0	1
6516	1	43	7	0	18	4107	0	1
6517	1	50	17	0	14	3182	0	1
6518	1	48	19	0	14	3182	0	1
6519	1	10	28	0	20	4904	0	1
6520	1	42	9	0	14	3182	0	1
6521	1	31	4	0	12	2481	0	1
6522	1	49	3	0	10	1980	0	1
6523	1	5	21	0	10	1980	0	1
6524	1	32	15	0	22	5861	0	1
6525	1	11	22	0	8	1764	0	1
6526	1	12	31	0	8	1764	0	1
6527	1	16	23	0	8	1764	0	1
6528	1	44	14	0	8	1764	0	1
6529	1	36	5	0	28	9422	0	1
6530	1	45	6	0	6	1287	0	1
6531	1	35	18	0	20	4904	0	1
6532	1	6	27	0	12	2481	0	1
6533	1	34	16	0	14	3182	0	1
6534	1	37	20	0	24	6882	0	1
6535	1	33	12	0	24	6882	0	1
6536	1	39	2	0	24	6882	0	1
6537	1	38	8	0	22	5861	0	1
6538	1	36	5	0	28	9422	0	1
6539	1	35	18	0	20	4904	0	1
6540	1	34	16	0	14	3182	0	1
6541	1	37	20	0	24	6882	0	1
6542	1	39	2	0	24	6882	0	1
6605	1	17	24	0	26	7708	0	1
6606	1	7	30	0	18	4107	0	1
6607	1	46	10	0	14	3182	0	1
6608	1	13	33	0	12	2481	0	1
6609	1	30	29	0	12	2481	0	1
6610	1	18	25	0	14	3182	0	1
6611	1	15	32	0	14	3182	0	1
6612	1	41	11	0	18	4107	0	1
6613	1	40	13	0	20	4904	0	1
6614	1	47	1	0	22	5861	0	1
6615	1	19	26	0	22	5861	0	1
6616	1	11	22	0	10	1980	0	1
6617	1	43	7	0	18	4107	0	1
6618	1	50	17	0	14	3182	0	1
6619	1	48	19	0	14	3182	0	1
6620	1	10	28	0	20	4904	0	1
6621	1	42	9	0	14	3182	0	1
6622	1	31	4	0	12	2481	0	1
6623	1	49	3	0	10	1980	0	1
6624	1	32	15	0	22	5861	0	1
6625	1	5	21	0	10	1980	0	1
6626	1	12	31	0	8	1764	0	1
6627	1	16	23	0	8	1764	0	1
6628	1	44	14	0	8	1764	0	1
6629	1	45	6	0	6	1287	0	1
6630	1	6	27	0	12	2481	0	1
6631	1	33	12	0	24	6882	0	1
6632	1	38	8	0	22	5861	0	1
6633	1	36	5	0	28	9422	0	1
6634	1	35	18	0	20	4904	0	1
6635	1	34	16	0	14	3182	0	1
6636	1	37	20	0	24	6882	0	1
6637	1	39	2	0	24	6882	0	1
6638	1	34	16	0	14	3182	0	1
6705	1	17	24	0	26	7708	0	1
6706	1	7	30	0	18	4107	0	1
6707	1	46	10	0	14	3182	0	1
6708	1	13	33	0	12	2481	0	1
6709	1	30	29	0	12	2481	0	1
6710	1	18	25	0	14	3182	0	1
6711	1	15	32	0	14	3182	0	1
6712	1	41	11	0	18	4107	0	1
6713	1	40	13	0	20	4904	0	1
6714	1	47	1	0	22	5861	0	1
6715	1	19	26	0	22	5861	0	1
6716	1	11	22	0	10	1980	0	1
6717	1	43	7	0	18	4107	0	1
6718	1	50	17	0	14	3182	0	1
6719	1	48	19	0	14	3182	0	1
6720	1	10	28	0	20	4904	0	1
6721	1	42	9	0	14	3182	0	1
6722	1	31	4	0	12	2481	0	1
6723	1	32	15	0	22	5861	0	1
6724	1	49	3	0	10	1980	0	1
6725	1	5	21	0	10	1980	0	1
6726	1	12	31	0	8	1764	0	1
6727	1	16	23	0	8	1764	0	1
6728	1	44	14	0	8	1764	0	1
6729	1	6	27	0	12	2481	0	1
6730	1	45	6	0	6	1287	0	1
6731	1	33	12	0	24	6882	0	1
6732	1	38	8	0	22	5861	0	1
6733	1	36	5	0	28	9422	0	1
6734	1	35	18	0	20	4904	0	1
6735	1	37	20	0	24	6882	0	1
6736	1	39	2	0	24	6882	0	1
6737	1	34	16	0	14	3182	0	1
6738	1	38	8	0	22	5861	0	1
6739	1	36	5	0	28	9422	0	1
6740	1	35	18	0	20	4904	0	1
6741	1	37	20	0	24	6882	0	1
6742	1	39	2	0	24	6882	0	1
6805	1	47	1	0	24	6882	0	1
6806	1	17	24	0	26	7708	0	1
6807	1	7	30	0	18	4107	0	1
6808	1	46	10	0	14	3182	0	1
6809	1	13	33	0	12	2481	0	1
6810	1	30	29	0	12	2481	0	1
6811	1	18	25	0	14	3182	0	1
6812	1	15	32	0	14	3182	0	1
6813	1	41	11	0	18	4107	0	1
6814	1	40	13	0	20	4904	0	1
6815	1	19	26	0	22	5861	0	1
6816	1	11	22	0	10	1980	0	1
6817	1	43	7	0	18	4107	0	1
6818	1	50	17	0	14	3182	0	1
6819	1	48	19	0	14	3182	0	1
6820	1	10	28	0	20	4904	0	1
6821	1	42	9	0	14	3182	0	1
6822	1	32	15	0	22	5861	0	1
6823	1	31	4	0	12	2481	0	1
6824	1	33	12	0	26	7708	0	1
6825	1	49	3	0	10	1980	0	1
6826	1	5	21	0	10	1980	0	1
6827	1	12	31	0	8	1764	0	1
6828	1	16	23	0	8	1764	0	1
6829	1	6	27	0	12	2481	0	1
6830	1	44	14	0	8	1764	0	1
6831	1	45	6	0	6	1287	0	1
6832	1	34	16	0	14	3182	0	1
6833	1	38	8	0	22	5861	0	1
6834	1	36	5	0	28	9422	0	1
6835	1	35	18	0	20	4904	0	1
6836	1	37	20	0	24	6882	0	1
6837	1	39	2	0	24	6882	0	1
6905	1	47	1	0	24	6882	0	1
6906	1	17	24	0	26	7708	0	1
6907	1	7	30	0	18	4107	0	1
6908	1	46	10	0	14	3182	0	1
6909	1	13	33	0	12	2481	0	1
6910	1	30	29	0	12	2481	0	1
6911	1	18	25	0	14	3182	0	1
6912	1	15	32	0	14	3182	0	1
6913	1	41	11	0	18	4107	0	1
6914	1	40	13	0	20	4904	0	1
6915	1	19	26	0	22	5861	0	1
6916	1	11	22	0	10	1980	0	1
6917	1	43	7	0	18	4107	0	1
6918	1	50	17	0	14	3182	0	1
6919	1	48	19	0	14	3182	0	1
6920	1	10	28	0	20	4904	0	1
6921	1	42	9	0	14	3182	0	1
6922	1	32	15	0	22	5861	0	1
6923	1	31	4	0	12	2481	0	1
6924	1	33	12	0	26	7708	0	1
6925	1	49	3	0	10	1980	0	1
6926	1	5	21	0	10	1980	0	1
6927	1	6	27	0	12	2481	0	1
6928	1	12	31	0	8	1764	0	1
6929	1	16	23	0	8	1764	0	1
6930	1	44	14	0	8	1764	0	1
6931	1	45	6	0	6	1287	0	1
6932	1	34	16	0	14	3182	0	1
6933	1	38	8	0	22	5861	0	1
6934	1	36	5	0	28	9422	0	1
6935	1	35	18	0	20	4904	0	1
6936	1	37	20	0	24	6882	0	1
6937	1	39	2	0	22	5861	0	1
6938	1	33	12	0	26	7708	0	1
6939	1	34	16	0	14	3182	0	1
6940	1	35	18	0	20	4904	0	1
7005	1	2	34	0	14	3182	0	1
7006	1	17	24	0	28	9422	0	1
7007	1	47	1	0	24	6882	0	1
7008	1	7	30	0	18	4107	0	1
7009	1	46	10	0	14	3182	0	1
7010	1	13	33	0	12	2481	0	1
7011	1	30	29	0	12	2481	0	1
7012	1	18	25	0	14	3182	0	1
7013	1	15	32	0	14	3182	0	1
7014	1	41	11	0	18	4107	0	1
7015	1	40	13	0	20	4904	0	1
7016	1	19	26	0	22	5861	0	1
7017	1	11	22	0	10	1980	0	1
7018	1	43	7	0	18	4107	0	1
7019	1	50	17	0	14	3182	0	1
7020	1	48	19	0	14	3182	0	1
7021	1	10	28	0	20	4904	0	1
7022	1	42	9	0	14	3182	0	1
7023	1	32	15	0	22	5861	0	1
7024	1	31	4	0	12	2481	0	1
7025	1	49	3	0	10	1980	0	1
7026	1	5	21	0	10	1980	0	1
7027	1	6	27	0	12	2481	0	1
7028	1	12	31	0	8	1764	0	1
7029	1	16	23	0	8	1764	0	1
7030	1	44	14	0	8	1764	0	1
7031	1	45	6	0	6	1287	0	1
7032	1	38	8	0	22	5861	0	1
7033	1	36	5	0	28	9422	0	1
7034	1	37	20	0	24	6882	0	1
7035	1	39	2	0	22	5861	0	1
7036	1	33	12	0	26	7708	0	1
7037	1	34	16	0	14	3182	0	1
7038	1	35	18	0	20	4904	0	1
7039	1	38	8	0	22	5861	0	1
7040	1	36	5	0	28	9422	0	1
7041	1	37	20	0	24	6882	0	1
7042	1	39	2	0	22	5861	0	1
7043	1	33	12	0	26	7708	0	1
7105	1	2	34	0	14	3182	0	1
7106	1	17	24	0	28	9422	0	1
7107	1	47	1	0	24	6882	0	1
7108	1	7	30	0	18	4107	0	1
7109	1	46	10	0	14	3182	0	1
7110	1	13	33	0	12	2481	0	1
7111	1	30	29	0	12	2481	0	1
7112	1	18	25	0	14	3182	0	1
7113	1	15	32	0	14	3182	0	1
7114	1	41	11	0	18	4107	0	1
7115	1	40	13	0	20	4904	0	1
7116	1	19	26	0	22	5861	0	1
7117	1	11	22	0	10	1980	0	1
7118	1	43	7	0	18	4107	0	1
7119	1	50	17	0	14	3182	0	1
7120	1	48	19	0	14	3182	0	1
7121	1	10	28	0	20	4904	0	1
7122	1	32	15	0	22	5861	0	1
7123	1	42	9	0	14	3182	0	1
7124	1	31	4	0	12	2481	0	1
7125	1	49	3	0	10	1980	0	1
7126	1	5	21	0	10	1980	0	1
7127	1	6	27	0	12	2481	0	1
7128	1	12	31	0	8	1764	0	1
7129	1	16	23	0	8	1764	0	1
7130	1	44	14	0	8	1764	0	1
7131	1	45	6	0	6	1287	0	1
7132	1	34	16	0	14	3182	0	1
7133	1	35	18	0	20	4904	0	1
7134	1	38	8	0	22	5861	0	1
7135	1	36	5	0	28	9422	0	1
7136	1	37	20	0	24	6882	0	1
7137	1	39	2	0	22	5861	0	1
7138	1	33	12	0	26	7708	0	1
7139	1	34	16	0	14	3182	0	1
7140	1	35	18	0	20	4904	0	1
7205	1	7	30	0	20	4904	0	1
7206	1	2	34	0	14	3182	0	1
7207	1	17	24	0	28	9422	0	1
7208	1	47	1	0	24	6882	0	1
7209	1	46	10	0	14	3182	0	1
7210	1	13	33	0	12	2481	0	1
7211	1	30	29	0	12	2481	0	1
7212	1	18	25	0	14	3182	0	1
7213	1	15	32	0	14	3182	0	1
7214	1	41	11	0	18	4107	0	1
7215	1	40	13	0	20	4904	0	1
7216	1	19	26	0	22	5861	0	1
7217	1	11	22	0	10	1980	0	1
7218	1	43	7	0	18	4107	0	1
7219	1	16	23	0	10	1980	0	1
7220	1	50	17	0	14	3182	0	1
7221	1	48	19	0	14	3182	0	1
7222	1	10	28	0	20	4904	0	1
7223	1	32	15	0	22	5861	0	1
7224	1	42	9	0	14	3182	0	1
7225	1	31	4	0	12	2481	0	1
7226	1	49	3	0	10	1980	0	1
7227	1	5	21	0	10	1980	0	1
7228	1	6	27	0	12	2481	0	1
7229	1	12	31	0	8	1764	0	1
7230	1	44	14	0	8	1764	0	1
7231	1	45	6	0	6	1287	0	1
7232	1	37	20	0	26	7708	0	1
7233	1	38	8	0	22	5861	0	1
7234	1	36	5	0	28	9422	0	1
7235	1	39	2	0	22	5861	0	1
7236	1	33	12	0	26	7708	0	1
7237	1	34	16	0	14	3182	0	1
7238	1	35	18	0	20	4904	0	1
7239	1	37	20	0	26	7708	0	1
7240	1	38	8	0	22	5861	0	1
7241	1	36	5	0	28	9422	0	1
7242	1	39	2	0	22	5861	0	1
7305	1	7	30	0	20	4904	0	1
7306	1	2	34	0	14	3182	0	1
7307	1	17	24	0	28	9422	0	1
7308	1	47	1	0	24	6882	0	1
7309	1	46	10	0	14	3182	0	1
7310	1	13	33	0	12	2481	0	1
7311	1	30	29	0	12	2481	0	1
7312	1	18	25	0	14	3182	0	1
7313	1	15	32	0	14	3182	0	1
7314	1	41	11	0	18	4107	0	1
7315	1	40	13	0	20	4904	0	1
7316	1	19	26	0	22	5861	0	1
7317	1	11	22	0	10	1980	0	1
7318	1	43	7	0	18	4107	0	1
7319	1	16	23	0	10	1980	0	1
7320	1	50	17	0	14	3182	0	1
7321	1	48	19	0	14	3182	0	1
7322	1	10	28	0	20	4904	0	1
7323	1	32	15	0	22	5861	0	1
7324	1	42	9	0	14	3182	0	1
7325	1	31	4	0	12	2481	0	1
7326	1	49	3	0	10	1980	0	1
7327	1	5	21	0	10	1980	0	1
7328	1	6	27	0	12	2481	0	1
7329	1	12	31	0	8	1764	0	1
7330	1	44	14	0	8	1764	0	1
7331	1	45	6	0	6	1287	0	1
7332	1	33	12	0	26	7708	0	1
7333	1	34	16	0	14	3182	0	1
7334	1	35	18	0	20	4904	0	1
7335	1	37	20	0	26	7708	0	1
7336	1	38	8	0	22	5861	0	1
7337	1	36	5	0	28	9422	0	1
7338	1	39	2	0	22	5861	0	1
7405	1	7	30	0	20	4904	0	1
7406	1	2	34	0	14	3182	0	1
7407	1	17	24	0	28	9422	0	1
7408	1	47	1	0	24	6882	0	1
7409	1	46	10	0	14	3182	0	1
7410	1	13	33	0	12	2481	0	1
7411	1	30	29	0	12	2481	0	1
7412	1	18	25	0	14	3182	0	1
7413	1	15	32	0	14	3182	0	1
7414	1	41	11	0	18	4107	0	1
7415	1	40	13	0	20	4904	0	1
7416	1	33	12	0	28	9422	0	1
7417	1	11	22	0	10	1980	0	1
7418	1	43	7	0	18	4107	0	1
7419	1	16	23	0	10	1980	0	1
7420	1	50	17	0	14	3182	0	1
7421	1	48	19	0	14	3182	0	1
7422	1	32	15	0	22	5861	0	1
7423	1	42	9	0	14	3182	0	1
7424	1	31	4	0	12	2481	0	1
7425	1	49	3	0	10	1980	0	1
7426	1	5	21	0	10	1980	0	1
7427	1	6	27	0	12	2481	0	1
7428	1	12	31	0	8	1764	0	1
7429	1	44	14	0	8	1764	0	1
7430	1	19	26	0	20	4904	0	1
7431	1	45	6	0	6	1287	0	1
7432	1	10	28	0	18	4107	0	1
7433	1	34	16	0	14	3182	0	1
7434	1	35	18	0	20	4904	0	1
7435	1	37	20	0	26	7708	0	1
7436	1	38	8	0	22	5861	0	1
7437	1	36	5	0	28	9422	0	1
7438	1	39	2	0	22	5861	0	1
7439	1	33	12	0	28	9422	0	1
7440	1	34	16	0	14	3182	0	1
7445	1	11	22	0	10	1980	0	1
7505	1	22	35	0	12	2481	0	1
7506	1	7	30	0	20	4904	0	1
7507	1	2	34	0	14	3182	0	1
7508	1	17	24	0	28	9422	0	1
7509	1	47	1	0	24	6882	0	1
7510	1	46	10	0	14	3182	0	1
7511	1	13	33	0	12	2481	0	1
7512	1	30	29	0	12	2481	0	1
7513	1	18	25	0	14	3182	0	1
7514	1	15	32	0	14	3182	0	1
7515	1	41	11	0	18	4107	0	1
7516	1	40	13	0	20	4904	0	1
7517	1	43	7	0	18	4107	0	1
7518	1	16	23	0	10	1980	0	1
7519	1	50	17	0	14	3182	0	1
7520	1	48	19	0	14	3182	0	1
7521	1	32	15	0	22	5861	0	1
7522	1	42	9	0	14	3182	0	1
7523	1	31	4	0	12	2481	0	1
7524	1	49	3	0	10	1980	0	1
7525	1	6	27	0	12	2481	0	1
7526	1	19	26	0	20	4904	0	1
7527	1	12	31	0	8	1764	0	1
7528	1	45	6	0	6	1287	0	1
7529	1	10	28	0	18	4107	0	1
7530	1	35	18	0	20	4904	0	1
7531	1	5	21	0	8	1764	0	1
7532	1	38	8	0	22	5861	0	1
7533	1	37	20	0	26	7708	0	1
7534	1	36	5	0	28	9422	0	1
7535	1	39	2	0	22	5861	0	1
7536	1	44	14	0	6	1287	0	1
7537	1	33	12	0	28	9422	0	1
7538	1	11	22	0	10	1980	0	1
7539	1	34	16	0	14	3182	0	1
7540	1	38	8	0	22	5861	0	1
7541	1	39	2	0	22	5861	0	1
7605	1	22	35	0	12	2481	0	1
7606	1	7	30	0	20	4904	0	1
7607	1	2	34	0	14	3182	0	1
7608	1	17	24	0	28	9422	0	1
7609	1	47	1	0	24	6882	0	1
7610	1	46	10	0	14	3182	0	1
7611	1	13	33	0	12	2481	0	1
7612	1	30	29	0	12	2481	0	1
7613	1	18	25	0	14	3182	0	1
7614	1	15	32	0	14	3182	0	1
7615	1	41	11	0	18	4107	0	1
7616	1	40	13	0	20	4904	0	1
7617	1	43	7	0	18	4107	0	1
7618	1	16	23	0	10	1980	0	1
7619	1	50	17	0	14	3182	0	1
7620	1	32	15	0	22	5861	0	1
7621	1	48	19	0	14	3182	0	1
7622	1	42	9	0	14	3182	0	1
7623	1	31	4	0	12	2481	0	1
7624	1	49	3	0	10	1980	0	1
7625	1	6	27	0	12	2481	0	1
7626	1	19	26	0	20	4904	0	1
7627	1	12	31	0	8	1764	0	1
7628	1	10	28	0	18	4107	0	1
7629	1	45	6	0	6	1287	0	1
7630	1	35	18	0	20	4904	0	1
7631	1	5	21	0	8	1764	0	1
7632	1	37	20	0	26	7708	0	1
7633	1	36	5	0	28	9422	0	1
7634	1	44	14	0	6	1287	0	1
7635	1	33	12	0	28	9422	0	1
7636	1	11	22	0	10	1980	0	1
7637	1	34	16	0	14	3182	0	1
7638	1	38	8	0	22	5861	0	1
7639	1	39	2	0	22	5861	0	1
7640	1	36	5	0	28	9422	0	1
7641	1	37	20	0	26	7708	0	1
7705	1	22	35	0	12	2481	0	1
7706	1	7	30	0	20	4904	0	1
7707	1	2	34	0	14	3182	0	1
7708	1	17	24	0	28	9422	0	1
7709	1	47	1	0	24	6882	0	1
7710	1	46	10	0	14	3182	0	1
7711	1	13	33	0	12	2481	0	1
7712	1	30	29	0	12	2481	0	1
7713	1	18	25	0	14	3182	0	1
7714	1	15	32	0	14	3182	0	1
7715	1	41	11	0	18	4107	0	1
7716	1	40	13	0	20	4904	0	1
7717	1	43	7	0	18	4107	0	1
7718	1	16	23	0	10	1980	0	1
7719	1	50	17	0	14	3182	0	1
7720	1	32	15	0	22	5861	0	1
7721	1	48	19	0	14	3182	0	1
7722	1	42	9	0	14	3182	0	1
7723	1	31	4	0	12	2481	0	1
7724	1	6	27	0	12	2481	0	1
7725	1	19	26	0	20	4904	0	1
7726	1	10	28	0	18	4107	0	1
7727	1	12	31	0	8	1764	0	1
7728	1	35	18	0	20	4904	0	1
7729	1	45	6	0	6	1287	0	1
7730	1	5	21	0	8	1764	0	1
7731	1	49	3	0	8	1764	0	1
7732	1	33	12	0	28	9422	0	1
7733	1	44	14	0	6	1287	0	1
7734	1	11	22	0	10	1980	0	1
7735	1	34	16	0	14	3182	0	1
7736	1	38	8	0	22	5861	0	1
7737	1	39	2	0	22	5861	0	1
7738	1	36	5	0	28	9422	0	1
7739	1	37	20	0	26	7708	0	1
7740	1	35	18	0	20	4904	0	1
7741	1	33	12	0	28	9422	0	1
7742	1	34	16	0	14	3182	0	1
7743	1	38	8	0	22	5861	0	1
7805	1	22	35	0	12	2481	0	1
7806	1	7	30	0	20	4904	0	1
7807	1	2	34	0	14	3182	0	1
7808	1	17	24	0	28	9422	0	1
7809	1	47	1	0	24	6882	0	1
7810	1	46	10	0	14	3182	0	1
7811	1	13	33	0	12	2481	0	1
7812	1	30	29	0	12	2481	0	1
7813	1	18	25	0	14	3182	0	1
7814	1	15	32	0	14	3182	0	1
7815	1	41	11	0	18	4107	0	1
7816	1	40	13	0	20	4904	0	1
7817	1	43	7	0	18	4107	0	1
7818	1	32	15	0	22	5861	0	1
7819	1	16	23	0	10	1980	0	1
7820	1	50	17	0	14	3182	0	1
7821	1	48	19	0	14	3182	0	1
7822	1	42	9	0	14	3182	0	1
7823	1	31	4	0	12	2481	0	1
7824	1	6	27	0	12	2481	0	1
7825	1	19	26	0	20	4904	0	1
7826	1	10	28	0	18	4107	0	1
7827	1	12	31	0	8	1764	0	1
7828	1	45	6	0	6	1287	0	1
7829	1	5	21	0	8	1764	0	1
7830	1	49	3	0	8	1764	0	1
7831	1	44	14	0	6	1287	0	1
7832	1	11	22	0	10	1980	0	1
7833	1	39	2	0	22	5861	0	1
7834	1	36	5	0	28	9422	0	1
7835	1	37	20	0	26	7708	0	1
7836	1	35	18	0	20	4904	0	1
7837	1	33	12	0	28	9422	0	1
7838	1	34	16	0	14	3182	0	1
7839	1	38	8	0	22	5861	0	1
7840	1	36	5	0	28	9422	0	1
7841	1	35	18	0	20	4904	0	1
7905	1	26	36	0	12	2481	0	1
7906	1	22	35	0	12	2481	0	1
7907	1	7	30	0	20	4904	0	1
7908	1	2	34	0	14	3182	0	1
7909	1	17	24	0	28	9422	0	1
7910	1	47	1	0	24	6882	0	1
7911	1	46	10	0	14	3182	0	1
7912	1	13	33	0	12	2481	0	1
7913	1	30	29	0	12	2481	0	1
7914	1	45	6	0	8	1764	0	1
7915	1	18	25	0	14	3182	0	1
7916	1	15	32	0	14	3182	0	1
7917	1	41	11	0	18	4107	0	1
7918	1	40	13	0	20	4904	0	1
7919	1	43	7	0	18	4107	0	1
7920	1	32	15	0	22	5861	0	1
7921	1	16	23	0	10	1980	0	1
7922	1	50	17	0	14	3182	0	1
7923	1	48	19	0	14	3182	0	1
7924	1	42	9	0	14	3182	0	1
7925	1	31	4	0	12	2481	0	1
7926	1	6	27	0	12	2481	0	1
7927	1	19	26	0	20	4904	0	1
7928	1	10	28	0	18	4107	0	1
7929	1	12	31	0	8	1764	0	1
7930	1	5	21	0	8	1764	0	1
7931	1	49	3	0	8	1764	0	1
7932	1	11	22	0	10	1980	0	1
7933	1	44	14	0	6	1287	0	1
7934	1	39	2	0	22	5861	0	1
7935	1	37	20	0	26	7708	0	1
7936	1	33	12	0	28	9422	0	1
7937	1	34	16	0	14	3182	0	1
7938	1	38	8	0	22	5861	0	1
7939	1	36	5	0	28	9422	0	1
7940	1	35	18	0	20	4904	0	1
7941	1	39	2	0	22	5861	0	1
7942	1	37	20	0	26	7708	0	1
8005	1	26	36	0	12	2481	0	1
8006	1	22	35	0	12	2481	0	1
8007	1	7	30	0	20	4904	0	1
8008	1	2	34	0	14	3182	0	1
8009	1	17	24	0	28	9422	0	1
8010	1	47	1	0	24	6882	0	1
8011	1	46	10	0	14	3182	0	1
8012	1	45	6	0	8	1764	0	1
8013	1	13	33	0	12	2481	0	1
8014	1	30	29	0	12	2481	0	1
8015	1	18	25	0	14	3182	0	1
8016	1	15	32	0	14	3182	0	1
8017	1	41	11	0	18	4107	0	1
8018	1	40	13	0	20	4904	0	1
8019	1	32	15	0	22	5861	0	1
8020	1	43	7	0	18	4107	0	1
8021	1	16	23	0	10	1980	0	1
8022	1	50	17	0	14	3182	0	1
8023	1	48	19	0	14	3182	0	1
8024	1	42	9	0	14	3182	0	1
8025	1	31	4	0	12	2481	0	1
8026	1	6	27	0	12	2481	0	1
8027	1	19	26	0	20	4904	0	1
8028	1	10	28	0	18	4107	0	1
8029	1	12	31	0	8	1764	0	1
8030	1	5	21	0	8	1764	0	1
8031	1	11	22	0	10	1980	0	1
8032	1	49	3	0	8	1764	0	1
8033	1	44	14	0	6	1287	0	1
8034	1	33	12	0	28	9422	0	1
8035	1	34	16	0	14	3182	0	1
8036	1	38	8	0	22	5861	0	1
8037	1	36	5	0	28	9422	0	1
8038	1	35	18	0	20	4904	0	1
8039	1	39	2	0	22	5861	0	1
8040	1	37	20	0	26	7708	0	1
8105	1	26	36	0	12	2481	0	1
8106	1	22	35	0	12	2481	0	1
8107	1	7	30	0	20	4904	0	1
8108	1	2	34	0	14	3182	0	1
8109	1	17	24	0	28	9422	0	1
8110	1	47	1	0	24	6882	0	1
8111	1	46	10	0	14	3182	0	1
8112	1	13	33	0	12	2481	0	1
8113	1	30	29	0	12	2481	0	1
8114	1	45	6	0	8	1764	0	1
8115	1	18	25	0	14	3182	0	1
8116	1	15	32	0	14	3182	0	1
8117	1	41	11	0	18	4107	0	1
8118	1	40	13	0	20	4904	0	1
8119	1	32	15	0	22	5861	0	1
8120	1	43	7	0	18	4107	0	1
8121	1	16	23	0	10	1980	0	1
8122	1	50	17	0	14	3182	0	1
8123	1	48	19	0	14	3182	0	1
8124	1	42	9	0	14	3182	0	1
8125	1	31	4	0	12	2481	0	1
8126	1	6	27	0	12	2481	0	1
8127	1	19	26	0	20	4904	0	1
8128	1	10	28	0	18	4107	0	1
8129	1	12	31	0	8	1764	0	1
8130	1	11	22	0	10	1980	0	1
8131	1	5	21	0	8	1764	0	1
8132	1	49	3	0	8	1764	0	1
8133	1	44	14	0	6	1287	0	1
8134	1	33	12	0	28	9422	0	1
8135	1	34	16	0	14	3182	0	1
8136	1	38	8	0	22	5861	0	1
8137	1	36	5	0	28	9422	0	1
8138	1	35	18	0	20	4904	0	1
8139	1	39	2	0	22	5861	0	1
8140	1	37	20	0	26	7708	0	1
8205	1	26	36	0	12	2481	0	1
8206	1	22	35	0	12	2481	0	1
8207	1	7	30	0	20	4904	0	1
8208	1	2	34	0	14	3182	0	1
8209	1	17	24	0	28	9422	0	1
8210	1	47	1	0	24	6882	0	1
8211	1	46	10	0	14	3182	0	1
8212	1	13	33	0	12	2481	0	1
8213	1	30	29	0	12	2481	0	1
8214	1	18	25	0	14	3182	0	1
8215	1	15	32	0	14	3182	0	1
8216	1	45	6	0	8	1764	0	1
8217	1	41	11	0	18	4107	0	1
8218	1	40	13	0	20	4904	0	1
8219	1	32	15	0	22	5861	0	1
8220	1	43	7	0	18	4107	0	1
8221	1	16	23	0	10	1980	0	1
8222	1	50	17	0	14	3182	0	1
8223	1	48	19	0	14	3182	0	1
8224	1	42	9	0	14	3182	0	1
8225	1	31	4	0	12	2481	0	1
8226	1	6	27	0	12	2481	0	1
8227	1	19	26	0	20	4904	0	1
8228	1	10	28	0	18	4107	0	1
8229	1	11	22	0	10	1980	0	1
8230	1	12	31	0	8	1764	0	1
8231	1	5	21	0	8	1764	0	1
8232	1	33	12	0	28	9422	0	1
8233	1	49	3	0	8	1764	0	1
